fecha,tipo_cambio,ipc
2019-02-01,3.32226,0.126761453780625
2019-03-01,3.30580952380952,0.727552259105356
2019-04-01,3.30499,0.200080537447719
2019-05-01,3.33433636363636,0.14761382269664
2019-06-01,3.32602,-0.0862718704256484
2019-07-01,3.2911380952381,0.203336703292959
2019-08-01,3.379595,0.0609772736582818
2019-09-01,3.35824285714286,0.00638299858017871
2019-10-01,3.36096190476191,0.110725430948253
2019-11-01,3.37363,0.108910232526761
2019-12-01,3.35565714285714,0.214521161156722
2020-01-01,3.32869090909091,0.0538080667322616
2020-02-01,3.39216,0.142172034360178
2020-03-01,3.49474090909091,0.645999987966259
2020-04-01,3.400795,0.104582684852522
2020-05-01,3.42355,0.204153570879042
2020-06-01,3.4724,-0.266096854987984
2020-07-01,3.51863181818182,0.462688397344215
2020-08-01,3.56547619047619,-0.110238965197723
2020-09-01,3.55649545454546,0.136353971354613
2020-10-01,3.59712272727273,0.0167755516523417
2020-11-01,3.61011904761905,0.520479581391504
2020-12-01,3.60415714285714,0.0487327395330378
2021-01-01,3.62586,0.742901704166242
2021-02-01,3.646365,-0.125265562868538
2021-03-01,3.71102173913043,0.839468767410369
2021-04-01,3.701585,-0.104691802721501
2021-05-01,3.77585238095238,0.266557522263624
2021-06-01,3.91391904761905,0.51967163414861
2021-07-01,3.944495,1.00753906510749
2021-08-01,4.08889523809524,0.98493531236659
2021-09-01,4.10893181818182,0.40042251687241
2021-10-01,4.015,0.58366506925955
2021-11-01,4.02166190476191,0.358183580426998
2021-12-01,4.03878636363636,0.782835268325123
2022-01-01,3.8898,0.0372679999999974
2022-02-01,3.79376,0.311455926605271
2022-03-01,3.7408,1.48265988924236
2022-04-01,3.7433,0.961893177341858
2022-05-01,3.75959090909091,0.384024966018986
2022-06-01,3.75017619047619,1.19062710636316
2022-07-01,3.90534210526316,0.940891085039107
2022-08-01,3.87566363636364,0.666542107665968
2022-09-01,3.90151363636364,0.522557852684368
2022-10-01,3.98063333333333,0.347652348101841
2022-11-01,3.87850476190476,0.517639656505263
2022-12-01,3.83176,0.793924170395989
2023-01-01,3.83604761904762,0.226446521871514
2023-02-01,3.84237,0.29452251053137
2023-03-01,3.78063043478261,1.25348677152025
2023-04-01,3.76597222222222,0.556251880069387
2023-05-01,3.68984545454545,0.31786146413237
2023-06-01,3.65203333333333,-0.152769746155551
2023-07-01,3.602405,0.391066276983018
2023-08-01,3.69844545454545,0.376132603479856
2023-09-01,3.73200952380952,0.0164026333286269
2023-10-01,3.84701363636364,-0.322447443370826
2023-11-01,3.76209523809524,-0.163060842314584
2023-12-01,3.73508947368421,0.405777961086682
2024-01-01,3.74190952380952,0.0192113272793558
2024-02-01,3.82895238095238,0.557510800936321
2024-03-01,3.71003684210526,1.00938516188575
2024-04-01,3.7167,-0.0516715997229469
2024-05-01,3.73287727272727,-0.0907064485030323
2024-06-01,3.78837894736842,0.121741927959431
2024-07-01,3.76611,0.236268738691571
2024-08-01,3.742925,0.284170528141876
2024-09-01,3.76989523809524,-0.237560474773851
2024-10-01,3.75581363636364,-0.0931035230159262
2024-11-01,3.780265,0.0941530377317251
2024-12-01,3.73655789473684,0.105667996950954
